FILE_ACCESS,LOGIN,LOGOUT,FILE_ACCESS,FILE_ACCESS,NONE,0
NONE,NONE,NONE,FILE_ACCESS,NONE,LOGIN,0
FILE_ACCESS,FILE_ACCESS,LOGOUT,LOGOUT,LOGOUT,LOGOUT,0
FILE_ACCESS,NONE,LOGOUT,LOGOUT,LOGOUT,LOGOUT,0
NONE,FILE_ACCESS,LOGIN,FILE_ACCESS,FILE_ACCESS,LOGOUT,0
LOGOUT,NONE,FILE_ACCESS,NONE,FILE_ACCESS,LOGIN,0
LOGIN,LOGOUT,NONE,FILE_ACCESS,NONE,LOGOUT,0
LOGIN,NONE,LOGOUT,NONE,LOGIN,LOGOUT,0
LOGIN,PRIV_ESC,DATA_EXFIL,LOGIN,PASSWORD_RESET,DATA_EXFIL,2
LOGOUT,NONE,LOGIN,FILE_ACCESS,NONE,NONE,0
NONE,NONE,LOGIN,LOGIN,LOGIN,NONE,0
LOGOUT,LOGIN,NONE,LOGIN,LOGOUT,LOGIN,0
NONE,LOGIN,FILE_ACCESS,LOGIN,LOGIN,LOGOUT,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FILE_ACCESS,FAILED_LOGIN,1
LOGIN,PRIV_ESC,DATA_EXFIL,NONE,FILE_ACCESS,FAILED_LOGIN,2
NONE,LOGOUT,LOGIN,LOGIN,LOGOUT,LOGOUT,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,LOGIN,FAILED_LOGIN,3
NONE,NONE,FILE_ACCESS,FILE_ACCESS,LOGOUT,NONE,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,PASSWORD_RESET,PASSWORD_RESET,FAILED_LOGIN,3
FILE_ACCESS,LOGOUT,LOGOUT,FILE_ACCESS,LOGOUT,LOGOUT,0
NONE,FILE_ACCESS,LOGIN,NONE,LOGIN,NONE,0
LOGIN,LOGIN,NONE,FILE_ACCESS,NONE,LOGIN,0
LOGOUT,NONE,LOGOUT,FILE_ACCESS,NONE,FILE_ACCESS,0
FILE_ACCESS,LOGIN,LOGOUT,LOGOUT,NONE,LOGOUT,0
LOGIN,FILE_ACCESS,NONE,FILE_ACCESS,LOGIN,LOGOUT,0
LOGIN,PRIV_ESC,DATA_EXFIL,NONE,FAILED_LOGIN,LOGIN,2
LOGOUT,FILE_ACCESS,FILE_ACCESS,LOGIN,LOGIN,NONE,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,PRIV_ESC,LOGIN,DATA_EXFIL,3
LOGIN,PRIV_ESC,DATA_EXFIL,PASSWORD_RESET,LOGOUT,PASSWORD_RESET,2
LOGIN,NONE,FILE_ACCESS,NONE,LOGIN,LOGIN,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,LOGOUT,NONE,FAILED_LOGIN,3
LOGIN,LOGIN,LOGIN,LOGOUT,FILE_ACCESS,FILE_ACCESS,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,DATA_EXFIL,PRIV_ESC,3
FILE_ACCESS,LOGIN,FILE_ACCESS,LOGIN,LOGOUT,NONE,0
LOGIN,FILE_ACCESS,LOGIN,LOGIN,NONE,FILE_ACCESS,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,LOGIN,FAILED_LOGIN,3
LOGIN,NONE,FILE_ACCESS,LOGOUT,LOGOUT,FILE_ACCESS,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,PRIV_ESC,DATA_EXFIL,FAILED_LOGIN,3
LOGIN,LOGOUT,LOGIN,FILE_ACCESS,FILE_ACCESS,FILE_ACCESS,0
LOGIN,LOGIN,FILE_ACCESS,FILE_ACCESS,NONE,NONE,0
LOGOUT,FILE_ACCESS,LOGOUT,FILE_ACCESS,FILE_ACCESS,NONE,0
LOGIN,PRIV_ESC,DATA_EXFIL,LOGIN,PASSWORD_RESET,LOGOUT,2
NONE,NONE,LOGOUT,LOGOUT,LOGOUT,NONE,0
LOGIN,PRIV_ESC,DATA_EXFIL,LOGIN,PRIV_ESC,DATA_EXFIL,2
LOGOUT,NONE,LOGOUT,FILE_ACCESS,NONE,LOGIN,0
LOGIN,PRIV_ESC,DATA_EXFIL,PASSWORD_RESET,PRIV_ESC,DATA_EXFIL,2
LOGOUT,LOGIN,LOGIN,NONE,NONE,LOGOUT,0
LOGIN,LOGOUT,LOGOUT,LOGOUT,FILE_ACCESS,LOGIN,0
LOGIN,LOGOUT,LOGIN,LOGOUT,FILE_ACCESS,FILE_ACCESS,0
LOGIN,FILE_ACCESS,LOGOUT,FILE_ACCESS,LOGOUT,LOGIN,0
LOGIN,LOGIN,LOGIN,NONE,NONE,LOGOUT,0
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,LOGOUT,PASSWORD_RESET,2
LOGIN,NONE,LOGIN,NONE,LOGIN,NONE,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGIN,DATA_EXFIL,1
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,DATA_EXFIL,LOGIN,1
LOGOUT,LOGOUT,FILE_ACCESS,FILE_ACCESS,LOGOUT,LOGOUT,0
LOGOUT,FILE_ACCESS,LOGOUT,LOGIN,FILE_ACCESS,LOGIN,0
NONE,LOGOUT,LOGOUT,NONE,NONE,LOGIN,0
LOGOUT,LOGOUT,NONE,FILE_ACCESS,FILE_ACCESS,LOGOUT,0
LOGIN,NONE,FILE_ACCESS,NONE,LOGIN,FILE_ACCESS,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,FILE_ACCESS,1
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,NONE,LOGIN,PASSWORD_RESET,3
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FILE_ACCESS,PASSWORD_RESET,1
LOGIN,PRIV_ESC,DATA_EXFIL,FAILED_LOGIN,FAILED_LOGIN,NONE,2
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,PRIV_ESC,PASSWORD_RESET,PRIV_ESC,3
FILE_ACCESS,LOGIN,LOGIN,LOGOUT,LOGIN,LOGOUT,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,NONE,LOGOUT,3
NONE,LOGIN,LOGOUT,LOGIN,LOGOUT,LOGOUT,0
LOGOUT,LOGOUT,FILE_ACCESS,NONE,NONE,LOGOUT,0
NONE,LOGOUT,LOGOUT,NONE,LOGOUT,FILE_ACCESS,0
LOGIN,FILE_ACCESS,FILE_ACCESS,NONE,LOGIN,FILE_ACCESS,0
LOGOUT,FILE_ACCESS,NONE,FILE_ACCESS,NONE,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PASSWORD_RESET,PRIV_ESC,1
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,DATA_EXFIL,LOGIN,1
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,NONE,FILE_ACCESS,PASSWORD_RESET,3
FILE_ACCESS,LOGIN,FILE_ACCESS,FILE_ACCESS,LOGIN,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGIN,LOGIN,1
LOGOUT,FILE_ACCESS,NONE,LOGOUT,NONE,NONE,0
FILE_ACCESS,LOGOUT,NONE,FILE_ACCESS,LOGOUT,LOGOUT,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,LOGOUT,PASSWORD_RESET,LOGIN,3
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,LOGIN,3
LOGOUT,FILE_ACCESS,LOGIN,FILE_ACCESS,LOGIN,LOGOUT,0
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,PASSWORD_RESET,LOGOUT,2
LOGIN,FILE_ACCESS,LOGOUT,LOGIN,LOGOUT,LOGIN,0
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,PRIV_ESC,FILE_ACCESS,2
NONE,NONE,FILE_ACCESS,NONE,LOGOUT,FILE_ACCESS,0
NONE,FILE_ACCESS,FILE_ACCESS,LOGIN,LOGIN,LOGOUT,0
LOGIN,LOGIN,NONE,LOGOUT,FILE_ACCESS,LOGIN,0
FILE_ACCESS,LOGOUT,LOGOUT,NONE,NONE,LOGIN,0
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,DATA_EXFIL,NONE,2
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,LOGOUT,FILE_ACCESS,LOGIN,3
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,PASSWORD_RESET,1
LOGIN,PRIV_ESC,DATA_EXFIL,LOGIN,NONE,NONE,2
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PRIV_ESC,PASSWORD_RESET,1
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,PASSWORD_RESET,NONE,2
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,DATA_EXFIL,LOGOUT,3
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,DATA_EXFIL,FILE_ACCESS,2
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,LOGOUT,FAILED_LOGIN,3
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGIN,NONE,1
NONE,NONE,FILE_ACCESS,LOGIN,NONE,LOGIN,0
LOGIN,FILE_ACCESS,NONE,LOGIN,NONE,LOGIN,0
NONE,NONE,FILE_ACCESS,FILE_ACCESS,LOGOUT,FILE_ACCESS,0
FILE_ACCESS,LOGIN,FILE_ACCESS,LOGOUT,FILE_ACCESS,NONE,0
LOGIN,PRIV_ESC,DATA_EXFIL,PASSWORD_RESET,PASSWORD_RESET,FAILED_LOGIN,2
NONE,LOGIN,LOGOUT,LOGIN,NONE,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FILE_ACCESS,LOGIN,1
FILE_ACCESS,NONE,LOGIN,NONE,NONE,FILE_ACCESS,0
LOGIN,PRIV_ESC,DATA_EXFIL,PASSWORD_RESET,LOGIN,LOGOUT,2
NONE,LOGOUT,FILE_ACCESS,NONE,LOGIN,NONE,0
LOGOUT,NONE,NONE,NONE,LOGIN,LOGIN,0
NONE,LOGOUT,NONE,LOGIN,LOGOUT,NONE,0
LOGIN,LOGIN,FILE_ACCESS,LOGIN,FILE_ACCESS,LOGIN,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,NONE,PRIV_ESC,PASSWORD_RESET,3
LOGIN,LOGOUT,LOGIN,LOGOUT,LOGOUT,NONE,0
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,LOGIN,LOGIN,2
NONE,FILE_ACCESS,LOGIN,NONE,NONE,LOGOUT,0
LOGIN,NONE,FILE_ACCESS,LOGIN,FILE_ACCESS,FILE_ACCESS,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PASSWORD_RESET,LOGOUT,1
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PRIV_ESC,FAILED_LOGIN,1
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,DATA_EXFIL,LOGIN,1
NONE,LOGIN,LOGOUT,FILE_ACCESS,NONE,FILE_ACCESS,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,LOGOUT,LOGIN,3
LOGOUT,LOGIN,NONE,LOGOUT,LOGIN,LOGOUT,0
NONE,LOGOUT,FILE_ACCESS,FILE_ACCESS,LOGOUT,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGIN,LOGIN,1
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PASSWORD_RESET,PRIV_ESC,1
LOGIN,PRIV_ESC,DATA_EXFIL,PASSWORD_RESET,DATA_EXFIL,NONE,2
LOGIN,PRIV_ESC,DATA_EXFIL,PASSWORD_RESET,LOGOUT,PRIV_ESC,2
NONE,LOGOUT,LOGOUT,LOGIN,FILE_ACCESS,FILE_ACCESS,0
LOGIN,FILE_ACCESS,NONE,FILE_ACCESS,FILE_ACCESS,FILE_ACCESS,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,FILE_ACCESS,1
LOGIN,PRIV_ESC,DATA_EXFIL,FAILED_LOGIN,FILE_ACCESS,FAILED_LOGIN,2
FILE_ACCESS,FILE_ACCESS,NONE,LOGOUT,NONE,LOGIN,0
FILE_ACCESS,LOGOUT,NONE,FILE_ACCESS,NONE,LOGOUT,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FILE_ACCESS,FILE_ACCESS,1
LOGIN,FILE_ACCESS,NONE,NONE,LOGOUT,LOGIN,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,FAILED_LOGIN,DATA_EXFIL,3
LOGIN,FILE_ACCESS,FILE_ACCESS,FILE_ACCESS,LOGOUT,LOGIN,0
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,LOGIN,PASSWORD_RESET,2
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,LOGOUT,NONE,2
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PASSWORD_RESET,PASSWORD_RESET,1
LOGIN,LOGOUT,FILE_ACCESS,LOGOUT,LOGIN,LOGIN,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,NONE,FILE_ACCESS,PASSWORD_RESET,3
LOGOUT,LOGOUT,LOGIN,LOGIN,LOGOUT,FILE_ACCESS,0
LOGIN,LOGIN,FILE_ACCESS,LOGIN,LOGOUT,LOGOUT,0
FILE_ACCESS,FILE_ACCESS,LOGOUT,LOGOUT,LOGIN,FILE_ACCESS,0
NONE,LOGIN,NONE,FILE_ACCESS,FILE_ACCESS,LOGIN,0
LOGOUT,LOGOUT,LOGOUT,FILE_ACCESS,NONE,NONE,0
FILE_ACCESS,NONE,NONE,NONE,FILE_ACCESS,NONE,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,NONE,DATA_EXFIL,DATA_EXFIL,3
LOGOUT,NONE,NONE,FILE_ACCESS,LOGIN,FILE_ACCESS,0
LOGOUT,FILE_ACCESS,LOGIN,NONE,NONE,NONE,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,PRIV_ESC,1
NONE,LOGOUT,LOGIN,LOGIN,FILE_ACCESS,LOGOUT,0
LOGIN,PRIV_ESC,DATA_EXFIL,FILE_ACCESS,LOGIN,FAILED_LOGIN,2
NONE,LOGOUT,LOGIN,FILE_ACCESS,LOGOUT,LOGOUT,0
FILE_ACCESS,LOGIN,LOGOUT,FILE_ACCESS,NONE,NONE,0
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,FILE_ACCESS,LOGOUT,2
LOGIN,PRIV_ESC,DATA_EXFIL,LOGIN,DATA_EXFIL,NONE,2
LOGIN,PRIV_ESC,DATA_EXFIL,FAILED_LOGIN,PRIV_ESC,LOGIN,2
FILE_ACCESS,NONE,LOGOUT,NONE,FILE_ACCESS,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGIN,PASSWORD_RESET,1
LOGOUT,LOGIN,LOGOUT,LOGOUT,FILE_ACCESS,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGIN,FILE_ACCESS,1
LOGIN,NONE,FILE_ACCESS,LOGIN,FILE_ACCESS,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,NONE,DATA_EXFIL,1
NONE,NONE,NONE,FILE_ACCESS,NONE,FILE_ACCESS,0
NONE,NONE,LOGIN,LOGOUT,FILE_ACCESS,LOGOUT,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,PASSWORD_RESET,PASSWORD_RESET,FAILED_LOGIN,3
LOGOUT,FILE_ACCESS,FILE_ACCESS,FILE_ACCESS,LOGIN,FILE_ACCESS,0
LOGOUT,FILE_ACCESS,LOGOUT,LOGOUT,FILE_ACCESS,NONE,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,PASSWORD_RESET,1
LOGIN,FILE_ACCESS,NONE,FILE_ACCESS,NONE,NONE,0
LOGIN,PRIV_ESC,DATA_EXFIL,NONE,PASSWORD_RESET,FILE_ACCESS,2
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,FILE_ACCESS,LOGOUT,LOGOUT,3
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,NONE,NONE,2
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,LOGOUT,1
NONE,FILE_ACCESS,FILE_ACCESS,NONE,FILE_ACCESS,LOGOUT,0
NONE,NONE,LOGOUT,FILE_ACCESS,FILE_ACCESS,NONE,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PASSWORD_RESET,DATA_EXFIL,1
LOGOUT,LOGIN,FILE_ACCESS,FILE_ACCESS,LOGIN,NONE,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,DATA_EXFIL,NONE,FILE_ACCESS,3
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PRIV_ESC,PASSWORD_RESET,1
LOGIN,PRIV_ESC,DATA_EXFIL,LOGIN,PASSWORD_RESET,FILE_ACCESS,2
LOGIN,LOGOUT,LOGOUT,FILE_ACCESS,FILE_ACCESS,NONE,0
LOGIN,PRIV_ESC,DATA_EXFIL,LOGOUT,NONE,NONE,2
LOGIN,PRIV_ESC,DATA_EXFIL,PRIV_ESC,LOGIN,FAILED_LOGIN,2
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FILE_ACCESS,DATA_EXFIL,1
LOGIN,FILE_ACCESS,FILE_ACCESS,FILE_ACCESS,FILE_ACCESS,FILE_ACCESS,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGOUT,FILE_ACCESS,1
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,DATA_EXFIL,LOGIN,1
NONE,LOGIN,FILE_ACCESS,LOGIN,LOGIN,LOGIN,0
LOGIN,PRIV_ESC,DATA_EXFIL,LOGIN,DATA_EXFIL,LOGIN,2
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,DATA_EXFIL,PRIV_ESC,PRIV_ESC,3
LOGIN,PRIV_ESC,DATA_EXFIL,PASSWORD_RESET,PASSWORD_RESET,FILE_ACCESS,2
LOGOUT,FILE_ACCESS,LOGIN,NONE,NONE,FILE_ACCESS,0
NONE,NONE,NONE,FILE_ACCESS,NONE,FILE_ACCESS,0
LOGOUT,NONE,NONE,LOGIN,LOGIN,LOGIN,0
NONE,NONE,FILE_ACCESS,FILE_ACCESS,LOGOUT,NONE,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,LOGOUT,FAILED_LOGIN,PASSWORD_RESET,3
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,PRIV_ESC,1
FILE_ACCESS,LOGOUT,FILE_ACCESS,LOGIN,NONE,LOGOUT,0
LOGOUT,FILE_ACCESS,LOGOUT,NONE,LOGOUT,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGOUT,NONE,1
LOGOUT,NONE,LOGOUT,NONE,LOGIN,FILE_ACCESS,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,DATA_EXFIL,LOGOUT,1
LOGIN,PRIV_ESC,DATA_EXFIL,FILE_ACCESS,FILE_ACCESS,FAILED_LOGIN,2
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGOUT,FILE_ACCESS,1
NONE,LOGIN,NONE,NONE,FILE_ACCESS,LOGIN,0
LOGOUT,NONE,FILE_ACCESS,LOGIN,NONE,NONE,0
FILE_ACCESS,LOGIN,LOGOUT,LOGIN,LOGIN,LOGOUT,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,PASSWORD_RESET,1
LOGIN,NONE,NONE,FILE_ACCESS,LOGIN,LOGOUT,0
LOGOUT,NONE,NONE,FILE_ACCESS,FILE_ACCESS,FILE_ACCESS,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGOUT,FAILED_LOGIN,1
LOGIN,PRIV_ESC,DATA_EXFIL,PASSWORD_RESET,FILE_ACCESS,PRIV_ESC,2
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,PRIV_ESC,FAILED_LOGIN,1
LOGIN,PRIV_ESC,DATA_EXFIL,NONE,LOGIN,DATA_EXFIL,2
LOGOUT,NONE,LOGOUT,FILE_ACCESS,LOGIN,LOGIN,0
FILE_ACCESS,LOGOUT,LOGIN,LOGOUT,LOGIN,FILE_ACCESS,0
FILE_ACCESS,LOGOUT,LOGOUT,NONE,FILE_ACCESS,LOGIN,0
NONE,LOGIN,LOGIN,NONE,LOGOUT,LOGIN,0
NONE,FILE_ACCESS,FILE_ACCESS,NONE,LOGOUT,LOGOUT,0
NONE,LOGIN,FILE_ACCESS,LOGIN,NONE,LOGOUT,0
NONE,LOGIN,NONE,FILE_ACCESS,FILE_ACCESS,LOGOUT,0
LOGIN,NONE,LOGOUT,LOGOUT,LOGOUT,LOGOUT,0
FILE_ACCESS,LOGIN,FILE_ACCESS,LOGOUT,LOGOUT,LOGOUT,0
LOGOUT,FILE_ACCESS,LOGOUT,LOGIN,LOGOUT,NONE,0
LOGIN,PRIV_ESC,DATA_EXFIL,LOGIN,DATA_EXFIL,FAILED_LOGIN,2
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,DATA_EXFIL,DATA_EXFIL,1
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGIN,FAILED_LOGIN,1
LOGOUT,NONE,LOGIN,LOGIN,NONE,NONE,0
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,LOGOUT,FAILED_LOGIN,NONE,3
LOGIN,PRIV_ESC,DATA_EXFIL,PRIV_ESC,FAILED_LOGIN,NONE,2
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,LOGIN,FILE_ACCESS,LOGIN,3
FAILED_LOGIN,FAILED_LOGIN,FAILED_LOGIN,DATA_EXFIL,NONE,LOGIN,3
LOGOUT,FILE_ACCESS,LOGIN,FILE_ACCESS,LOGIN,LOGOUT,0
LOGIN,LOGOUT,LOGIN,LOGOUT,FILE_ACCESS,FILE_ACCESS,0
LOGIN,PRIV_ESC,DATA_EXFIL,DATA_EXFIL,FILE_ACCESS,NONE,2
LOGOUT,LOGOUT,LOGIN,NONE,LOGIN,LOGIN,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,LOGOUT,LOGOUT,1
LOGOUT,NONE,NONE,LOGOUT,FILE_ACCESS,LOGOUT,0
LOGOUT,LOGOUT,LOGOUT,NONE,LOGOUT,LOGOUT,0
FILE_ACCESS,NONE,FILE_ACCESS,NONE,FILE_ACCESS,NONE,0
NONE,LOGOUT,FILE_ACCESS,NONE,LOGIN,LOGIN,0
LOGOUT,LOGOUT,FILE_ACCESS,LOGOUT,LOGOUT,NONE,0
NONE,NONE,NONE,LOGIN,LOGIN,FILE_ACCESS,0
NONE,LOGOUT,NONE,LOGOUT,FILE_ACCESS,LOGOUT,0
LOGIN,PRIV_ESC,FILE_ACCESS,LOGOUT,FAILED_LOGIN,PASSWORD_RESET,1
FILE_ACCESS,LOGOUT,LOGOUT,LOGOUT,FILE_ACCESS,NONE,0
NONE,FILE_ACCESS,FILE_ACCESS,NONE,NONE,LOGOUT,0
NONE,LOGOUT,LOGOUT,FILE_ACCESS,LOGIN,LOGOUT,0
LOGIN,NONE,NONE,FILE_ACCESS,FILE_ACCESS,LOGOUT,0
NONE,LOGOUT,LOGOUT,FILE_ACCESS,NONE,LOGOUT,0
LOGOUT,LOGOUT,NONE,LOGOUT,LOGOUT,LOGIN,0
LOGOUT,LOGIN,FILE_ACCESS,LOGIN,NONE,LOGIN,0
